ind	h	I01	I02	b1	b2	s	a
1077	1.31584	0.00860694	-1.33301	0	0	0.165096	0
1078	1.31584	0.00860694	-1.33301	0	0	0.165096	0
1079	1.31584	0.00860694	-1.33301	0	0	0.165096	0
1080	1.31584	0.00860694	-1.33301	0	0	0.165096	0
1081	1.31584	0.00860694	-1.33301	0	0	0.165096	0
1082	1.31584	0.00860694	-1.33301	0	0	0.165096	0
1083	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1084	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1085	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1086	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1087	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1088	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1089	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1090	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1091	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1092	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1093	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1094	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1095	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1096	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1097	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1098	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1099	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1100	1.05756	0.0319266	-1.42533	0	0	0.195087	0
1101	1.05756	0.0319266	-1.42533	0	0	0.283581	0
1102	1.05756	0.0319266	-1.42533	0	0	0.283581	0
1103	1.05756	0.0319266	-1.42533	0	0	0.283581	0
1104	1.05756	0.0319266	-1.42533	0	0	0.283581	0
1105	1.05756	0.0319266	-1.42533	0	0	0.283581	0
1106	1.05756	0.0319266	-1.42533	0	0	0.283581	0
1107	1.05756	0.0319266	-1.42533	0	0	0.283581	0
1108	1.05756	0.0319266	-1.42533	0	0	0.283581	0
1109	1.09924	0.0319266	-1.42533	0	0	0.195087	0
1110	1.09924	0.0319266	-1.42533	0	0	0.195087	0
1111	1.09924	0.0319266	-1.42533	0	0	0.195087	0
1112	1.17417	0.00860694	-1.45622	0	0	0.326761	0
1113	1.17417	0.00860694	-1.45622	0	0	0.326761	0
1114	1.17417	0.00860694	-1.45622	0	0	0.326761	0
1115	1.17417	0.00860694	-1.45622	0	0	0.326761	0
1116	1.17417	0.00860694	-1.45622	0	0	0.326761	0
1117	1.17417	0.00860694	-1.45622	0	0	0.326761	0
1118	1.17417	0.00860694	-1.45622	0	0	0.326761	0
1119	1.17417	0.00860694	-1.45622	0	0	0.326761	0
1120	1.17417	0.00860694	-1.45622	0	0	0.326761	0
1121	1.17417	0.00860694	-1.45622	0	0	0.326761	0
1122	1.17417	0.00860694	-1.45622	0	0	0.326761	0
1123	1.17417	0.00860694	-1.45622	0	0	0.326761	0
1124	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1125	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1126	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1127	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1128	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1129	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1130	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1131	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1132	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1133	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1134	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1135	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1136	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1137	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1138	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1139	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1140	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1141	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1142	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1143	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1144	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1145	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1146	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1147	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1148	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1149	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1150	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1151	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1152	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1153	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1154	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1155	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1156	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1157	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1158	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1159	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1160	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1161	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1162	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1163	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1164	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1165	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1166	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1167	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1168	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1169	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1170	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1171	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1172	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1173	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1174	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1175	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1176	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1177	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1178	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1179	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1180	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1181	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1182	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1183	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1184	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1185	0.976253	0.00970168	-1.42533	0	0	0.216026	0
1186	0.976253	0.00970168	-1.42533	0	0	0.216026	0
1187	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1188	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1189	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1190	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1191	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1192	1.02222	0.00970168	-1.42533	0	0	0.216026	0
1193	1.02222	-0.0069271	-1.42533	0	0	0.216026	0
1194	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1195	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1196	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1197	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1198	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1199	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1200	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1201	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1202	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1203	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1204	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1205	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1206	1.02222	0.0434284	-1.38618	0	0	0.216026	0
1207	1.02222	0.0434284	-1.38618	0	0	0.216026	0
1208	1.02222	0.0434284	-1.38618	0	0	0.216026	0
1209	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1210	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1211	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1212	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1213	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1214	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1215	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1216	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1217	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1218	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1219	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1220	1.02222	0.0596007	-1.42533	0	0	0.216026	0
1221	1.02222	0.0596007	-1.42533	0	0	0.216026	0
1222	1.02222	0.0596007	-1.42533	0	0	0.216026	0
1223	1.02222	0.0596007	-1.42533	0	0	0.216026	0
1224	1.02222	0.0596007	-1.42533	0	0	0.216026	0
1225	1.02222	0.0596007	-1.42533	0	0	0.216026	0
1226	1.02222	0.0596007	-1.42533	0	0	0.216026	0
1227	1.02222	0.0596007	-1.42533	0	0	0.216026	0
1228	1.02222	0.0596007	-1.42533	0	0	0.216026	0
1229	1.02222	0.0596007	-1.42533	0	0	0.216026	0
1230	1.02222	0.0596007	-1.42533	0	0	0.216026	0
1231	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1232	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1233	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1234	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1235	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1236	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1237	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1238	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1239	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1240	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1241	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1242	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1243	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1244	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1245	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1246	1.02222	0.0434284	-1.42533	0	0	0.216026	0
1247	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1248	1.27328	-0.0103886	-1.33829	0	0	0.184855	0
1249	1.27328	-0.0103886	-1.33829	0	0	0.184855	0
1250	1.27328	-0.0103886	-1.33829	0	0	0.184855	0
1251	1.27328	-0.0103886	-1.33829	0	0	0.184855	0
1252	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1253	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1254	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1255	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1256	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1257	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1258	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1259	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1260	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1261	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1262	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1263	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1264	1.27328	0.0167047	-1.36314	0	0	0.184855	0
1265	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1266	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1267	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1268	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1269	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1270	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1271	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1272	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1273	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1274	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1275	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1276	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1277	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1278	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1279	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1280	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1281	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1282	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1283	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1284	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1285	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1286	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1287	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1288	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1289	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1290	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1291	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1292	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1293	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1294	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1295	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1296	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1297	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1298	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1299	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1300	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1301	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1302	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1303	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1304	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1305	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1306	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1307	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1308	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1309	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1310	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1311	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1312	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1313	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1314	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1315	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1316	1.27328	0.0167047	-1.33829	0	0	0.184855	0
1317	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1318	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1319	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1320	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1321	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1322	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1323	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1324	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1325	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1326	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1327	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1328	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1329	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1330	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1331	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1332	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1333	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1334	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1335	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1336	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1337	1.02222	0.00970168	-1.42533	0	0	0.138574	0
1338	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1339	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1340	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1341	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1342	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1343	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1344	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1345	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1346	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1347	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1348	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1349	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1350	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1351	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1352	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1353	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1354	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1355	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1356	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1357	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1358	1.21279	0.00860694	-1.4404	0	0	0.344525	0
1359	1.21279	0.00860694	-1.4404	0	0	0.334669	0
1360	1.21279	0.00860694	-1.4404	0	0	0.334669	0
1361	1.21279	0.00860694	-1.4404	0	0	0.334669	0
1362	1.21279	0.00860694	-1.4404	0	0	0.334669	0
1363	1.21279	0.00860694	-1.4404	0	0	0.334669	0
1364	1.21279	0.00860694	-1.4404	0	0	0.334669	0
1365	1.28626	0.00860694	-1.33301	0	0	0.14825	0
1366	1.28626	0.00860694	-1.33301	0	0	0.14825	0
1367	1.28626	0.00860694	-1.33301	0	0	0.14825	0
1368	1.30998	0.00860694	-1.33301	0	0	0.14825	0
1369	1.30998	0.00860694	-1.33301	0	0	0.14825	0
1370	1.30998	0.00860694	-1.33301	0	0	0.14825	0
1371	1.30998	0.00860694	-1.33301	0	0	0.14825	0
1372	1.30998	0.00860694	-1.33301	0	0	0.14825	0
1373	1.30998	0.00860694	-1.33301	0	0	0.14825	0
1374	1.31584	0.00860694	-1.33301	0	0	0.14825	0
1375	1.31584	0.00860694	-1.33301	0	0	0.14825	0
1376	1.37015	0.00860694	-1.33301	0	0	0.14825	0
1377	1.37015	0.00860694	-1.33301	0	0	0.14825	0
1378	1.37015	0.00860694	-1.33301	0	0	0.14825	0
1379	1.31584	0.00860694	-1.33301	0	0	0.14825	0
1380	1.31584	0.00860694	-1.33301	0	0	0.14825	0
1381	1.31584	0.00860694	-1.33301	0	0	0.14825	0
1382	1.31584	0.118711	-1.33301	0	0	0.215654	0
1383	1.31584	0.118711	-1.33301	0	0	0.215654	0
1384	1.31584	0.118711	-1.33301	0	0	0.215654	0
1385	1.31584	0.118711	-1.33301	0	0	0.215654	0
1386	1.31584	0.118711	-1.33301	0	0	0.215654	0
1387	1.31584	0.118711	-1.33301	0	0	0.215654	0
1388	1.31584	0.118711	-1.33301	0	0	0.215654	0
1389	1.31584	0.118711	-1.33301	0	0	0.215654	0
1390	1.31584	0.118711	-1.33301	0	0	0.215654	0
1391	1.31584	0.118711	-1.33301	0	0	0.215654	0
1392	1.31584	0.118711	-1.33301	0	0	0.215654	0
1393	1.31584	0.118711	-1.33301	0	0	0.215654	0
1394	1.31584	0.118711	-1.33301	0	0	0.215654	0
1395	1.31584	0.118711	-1.33301	0	0	0.215654	0
1396	1.31584	0.118711	-1.33301	0	0	0.215654	0
1397	1.31584	0.118711	-1.33301	0	0	0.215654	0
1398	1.31584	0.118711	-1.33301	0	0	0.215654	0
1399	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1400	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1401	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1402	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1403	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1404	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1405	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1406	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1407	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1408	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1409	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1410	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1411	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1412	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1413	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1414	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1415	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1416	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1417	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1418	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1419	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1420	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1421	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1422	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1423	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1424	1.31392	0.00860694	-1.38369	0	0	0.171022	0
1425	1.30387	0.00860694	-1.38369	0	0	0.171022	0
1426	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1427	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1428	1.31392	0.00860694	-1.3662	0	0	0.171022	0
1429	1.31392	0.00860694	-1.3662	0	0	0.171022	0
1430	1.31392	0.00860694	-1.3662	0	0	0.171022	0
1431	1.31392	0.00860694	-1.3662	0	0	0.171022	0
1432	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1433	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1434	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1435	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1436	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1437	1.31392	0.00860694	-1.33301	0	0	0.121518	0
1438	1.31392	0.00860694	-1.33301	0	0	0.121518	0
1439	1.31392	0.00860694	-1.33301	0	0	0.121518	0
1440	1.31392	0.00860694	-1.33301	0	0	0.121518	0
1441	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1442	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1443	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1444	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1445	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1446	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1447	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1448	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1449	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1450	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1451	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1452	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1453	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1454	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1455	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1456	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1457	1.31392	0.00860694	-1.33301	0	0	0.171022	0
1458	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1459	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1460	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1461	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1462	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1463	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1464	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1465	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1466	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1467	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1468	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1469	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1470	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1471	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1472	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1473	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1474	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1475	1.31584	0.0180802	-1.38804	0	0	0.191477	0
1476	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1477	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1478	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1479	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1480	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1481	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1482	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1483	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1484	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1485	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1486	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1487	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1488	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1489	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1490	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1491	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1492	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1493	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1494	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1495	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1496	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1497	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1498	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1499	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1500	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1501	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1502	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1503	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1504	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1505	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1506	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1507	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1508	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1509	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1510	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1511	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1512	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1513	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1514	1.31584	-0.00952608	-1.38804	0	0	0.116021	0
1515	1.32896	-0.00952608	-1.38804	0	0	0.191477	0
1516	1.32896	-0.00952608	-1.38804	0	0	0.191477	0
1517	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1518	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1519	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1520	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1521	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1522	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1523	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1524	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
1525	1.31584	-0.00952608	-1.38804	0	0	0.191477	0
